METHOD,THRESHOLD,AUPRC_all,BEST_THRESHOLD_all,BEST_F1-SCORE_all,AUPRC_strong,BEST_THRESHOLD_strong,BEST_F1-SCORE_strong,AUPRC_weak,BEST_THRESHOLD_weak,BEST_F1-SCORE_weak,TN_all_seg,FP_all_seg,FN_all_seg,TP_all_seg,Recall_all_seg,Precision_all_seg,F1-score_all_seg,Iou_all_seg,TN_all_class_clas,FP_all_class_clas,FN_all_class_clas,TP_all_class_clas,Recall_all_class_clas,Precision_all_class_clas,F1-score_all_class_clas,Iou_all_class_clas,FPR_all_class_clas,TN_strong_seg,FP_strong_seg,FN_strong_seg,TP_strong_seg,Recall_strong_seg,Precision_strong_seg,F1-score_strong_seg,Iou_strong_seg,TN_strong_class_clas,FP_strong_class_clas,FN_strong_class_clas,TP_strong_class_clas,Recall_strong_class_clas,Precision_strong_class_clas,F1-score_strong_class_clas,Iou_strong_class_clas,FPR_strong_class_clas,TN_weak_seg,FP_weak_seg,FN_weak_seg,TP_weak_seg,Recall_weak_seg,Precision_weak_seg,F1-score_weak_seg,Iou_weak_seg,TN_weak_class_clas,FP_weak_class_clas,FN_weak_class_clas,TP_weak_class_clas,Recall_weak_class_clas,Precision_weak_class_clas,F1-score_weak_class_clas,Iou_weak_class_clas,FPR_weak_class_clas
MAG1C_SASdata_selected_50_highest_transmittance,500,0.05241718341566333,2011.3127,0.13368313109419064,0.33260276716366444,1597.1185,0.47122324425717255,0.02076925105858666,1517.5973,0.05776268731858279,86958302,999292,52255,162211,0.7563483256087212,0.13965611797817137,0.23577711416463598,0.13364360935211136,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,16909977,204752,36096,137815,0.7924455612353445,0.40230086377263424,0.5336722958189893,0.36395158755938656,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28463828,230529,16159,24396,0.6015534459376156,0.0956987349220359,0.1651279274400975,0.08999424532617196,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SAS_TILINGdata_selected_50_highest_transmittance,500,0.033643485710274645,1591.2529,0.08681842185292245,0.2274601620060932,1295.7588,0.38279375771673846,0.016041404369335373,1238.5315,0.04484117796411425,87031159,926435,60061,154405,0.7199509479358034,0.14285648199548498,0.2384069864572541,0.13533601951440133,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,16979667,135062,44384,129527,0.744789001270765,0.48954038149734114,0.5907730900798175,0.41921786046029913,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28461020,233337,15677,24878,0.613438540253976,0.09634606819898146,0.16653613147237004,0.09083142260453025,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SASdata_selected_50_highest_transmittance,600,0.05241718341566333,2011.3127,0.13368313109419064,0.33260276716366444,1597.1185,0.47122324425717255,0.02076925105858666,1517.5973,0.05776268731858279,87122528,835066,59789,154677,0.7212192142344241,0.1562799635865068,0.25689394448970243,0.1473771166577103,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,16944732,169997,41807,132104,0.7596069253813732,0.43728421951598967,0.5550448308025848,0.3841259871826186,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28502887,191470,17982,22573,0.5566021452348663,0.10546011782679181,0.17732268124651412,0.09728693028768452,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SAS_TILINGdata_selected_50_highest_transmittance,600,0.033643485710274645,1591.2529,0.08681842185292245,0.2274601620060932,1295.7588,0.38279375771673846,0.016041404369335373,1238.5315,0.04484117796411425,87197208,760386,68904,145562,0.6787183049993939,0.1606736810501265,0.25983609630011767,0.14931702453295476,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17009699,105030,51235,122676,0.7053952883946386,0.538747332086111,0.6109103947293069,0.4397919273251333,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28502935,191422,17669,22886,0.5643200591788928,0.10679022714970976,0.17959452725581979,0.09865633230880648,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SAS_TILINGdata_selected_50_highest_transmittance,700,0.033643485710274645,1591.2529,0.08681842185292245,0.2274601620060932,1295.7588,0.38279375771673846,0.016041404369335373,1238.5315,0.04484117796411425,87329894,627700,78229,136237,0.6352382195779285,0.17833538629494317,0.27848851649064854,0.1617697698553492,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17032658,82071,58270,115641,0.6649435630868663,0.5848962126729789,0.6223565279866962,0.4517544202326726,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28535795,158562,19959,20596,0.5078535322401677,0.11495997945947153,0.18748094104581886,0.10343667291090163,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SASdata_selected_50_highest_transmittance,700,0.05241718341566333,2011.3127,0.13368313109419064,0.33260276716366444,1597.1185,0.47122324425717255,0.02076925105858666,1517.5973,0.05776268731858279,87263453,694141,67406,147060,0.6857030951292978,0.17482147548564492,0.2786105845877535,0.16185215390152177,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,16974447,140282,47534,126377,0.7266762884463892,0.4739273754120431,0.5736977097850512,0.40222729341519387,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28536296,158061,19872,20683,0.5099987671063987,0.11571297498097838,0.18862831111860978,0.10413561847988077,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SASdata_selected_50_highest_transmittance,800,0.05241718341566333,2011.3127,0.13368313109419064,0.33260276716366444,1597.1185,0.47122324425717255,0.02076925105858666,1517.5973,0.05776268731858279,87381411,576183,75055,139411,0.6500377682243339,0.1948185703066264,0.2997892609078984,0.1763247661098667,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,16999381,115348,53509,120402,0.6923196347557083,0.5107189819724284,0.5878128501370644,0.41624288267607923,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28564386,129971,21546,19009,0.46872148933547036,0.1275943079608001,0.20058564381248842,0.11147273729519253,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SAS_TILINGdata_selected_50_highest_transmittance,800,0.033643485710274645,1591.2529,0.08681842185292245,0.2274601620060932,1295.7588,0.38279375771673846,0.016041404369335373,1238.5315,0.04484117796411425,87438232,519362,87452,127014,0.5922337340184458,0.19650172654925308,0.2950924792238297,0.17308415596025226,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17049675,65054,65314,108597,0.6244400871710243,0.6253750338322267,0.6249072107997998,0.4544473039984935,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28562241,132116,22138,18417,0.454124029096289,0.12234526648641826,0.19275935694549107,0.10665948537971055,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SASdata_selected_50_highest_transmittance,900,0.05241718341566333,2011.3127,0.13368313109419064,0.33260276716366444,1597.1185,0.47122324425717255,0.02076925105858666,1517.5973,0.05776268731858279,87480714,476880,82823,131643,0.6138175748137233,0.2163320038848162,0.31991436094528597,0.19041550829830506,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17020514,94215,59339,114572,0.6587967408617051,0.5487506406050185,0.5987593350370266,0.42730656482400065,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28587091,107266,23484,17071,0.42093453334977193,0.13729621914635226,0.20705674016932296,0.11548426813510936,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SAS_TILINGdata_selected_50_highest_transmittance,900,0.033643485710274645,1591.2529,0.08681842185292245,0.2274601620060932,1295.7588,0.38279375771673846,0.016041404369335373,1238.5315,0.04484117796411425,87525877,431717,96727,117739,0.5489867857842269,0.2142828543140852,0.3082487479088179,0.1822068980459096,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17063202,51527,72467,101444,0.5833098538907833,0.6631583764242895,0.6206765744213508,0.4499862489908534,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28583581,110776,24260,16295,0.401800024657872,0.12823539595973904,0.19442091322348565,0.10767787168524624,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SASdata_selected_50_highest_transmittance,1000,0.05241718341566333,2011.3127,0.13368313109419064,0.33260276716366444,1597.1185,0.47122324425717255,0.02076925105858666,1517.5973,0.05776268731858279,87562909,394685,90961,123505,0.575872166217489,0.2383392192053108,0.3371432159157913,0.20274940039497596,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17038007,76722,65540,108371,0.6231405719017199,0.5854948593409799,0.6037314347472451,0.43238919056947805,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28605585,88772,25421,15134,0.3731722352360991,0.1456508767539892,0.20952367767079003,0.11702119433683608,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
MAG1C_SAS_TILINGdata_selected_50_highest_transmittance,1000,0.033643485710274645,1591.2529,0.08681842185292245,0.2274601620060932,1295.7588,0.38279375771673846,0.016041404369335373,1238.5315,0.04484117796411425,87596216,361378,105955,108511,0.5059589865060196,0.23092900663773785,0.31711903909520645,0.18843818812039373,0,26,0,26,1.0,0.5,0.6666666666666666,0.5,1.0,17073227,41502,79719,94192,0.5416103639217761,0.6941500729582738,0.6084656255551428,0.4372623750655717,0,26,0,11,1.0,0.2972972972972973,0.4583333333333333,0.2972972972972973,1.0,28600060,94297,26236,14319,0.3530760695351991,0.13183140605435664,0.191981015076657,0.10618307477827545,0,26,0,15,1.0,0.36585365853658536,0.5357142857142857,0.36585365853658536,1.0
