id,action_name,marker,timestamp
EMIT_L1B_RAD_001_20240413T202031_2410413_043,inference_tiles,END,1774368667.2213628
EMIT_L1B_RAD_001_20240413T202031_2410413_043,post_tiles,START,1774368667.2213726
EMIT_L1B_RAD_001_20240413T202031_2410413_043,post_tiles,END,1774368667.360449
EMIT_L1B_RAD_001_20240413T202031_2410413_043,stitch_tiles,START,1774368667.36046
EMIT_L1B_RAD_001_20240413T202031_2410413_043,stitch_tiles,END,1774368667.37487
EMIT_L1B_RAD_001_20240413T202031_2410413_043,create_out_dir,START,1774368667.3748841
EMIT_L1B_RAD_001_20240413T202031_2410413_043,create_out_dir,END,1774368667.375624
EMIT_L1B_RAD_001_20240413T202031_2410413_043,save_inference,START,1774368667.3756275
EMIT_L1B_RAD_001_20240413T202031_2410413_043,save_inference,END,1774368667.4169805
EMIT_L1B_RAD_001_20240615T161951_2416711_018,load_scene,START,1774368667.4170063
EMIT_L1B_RAD_001_20240615T161951_2416711_018,load_scene,END,1774368673.017592
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_prep,START,1774368673.0178404
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_prep,END,1774368674.3560414
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_compute,START,1774368674.3560488
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_compute,END,1774368683.0884116
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_post,START,1774368683.0884273
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_post,END,1774368683.1109684
EMIT_L1B_RAD_001_20240615T161951_2416711_018,normalize,START,1774368683.110982
EMIT_L1B_RAD_001_20240615T161951_2416711_018,normalize,END,1774368683.1903636
EMIT_L1B_RAD_001_20240615T161951_2416711_018,tile_image,START,1774368683.1903775
EMIT_L1B_RAD_001_20240615T161951_2416711_018,tile_image,END,1774368683.234175
EMIT_L1B_RAD_001_20240615T161951_2416711_018,inference_tiles,START,1774368683.2341855
EMIT_L1B_RAD_001_20240615T161951_2416711_018,inference_tiles,END,1774368686.9404547
