timestamp,power_watts,phase
1774368475.7669895,8.68,running
1774368475.9654708,8.65,running
1774368476.182867,8.67,running
1774368476.3971055,8.53,running
1774368476.612313,8.14,running
1774368476.7831306,8.14,running
1774368476.953211,8.10,running
1774368477.1226244,8.34,running
1774368477.2930865,8.65,running
1774368477.48702,8.26,running
1774368477.6787648,8.56,running
1774368477.8674858,8.38,running
1774368478.0583348,8.47,running
1774368478.2435758,8.51,running
1774368478.4305255,8.50,running
1774368478.6261306,8.24,running
1774368478.8163855,8.14,running
1774368479.006344,8.57,running
1774368479.198834,8.49,running
1774368479.3909593,8.61,running
1774368479.578595,8.35,running
1774368479.76209,8.50,running
1774368479.9427462,8.62,running
1774368480.1311445,8.52,running
1774368480.3233302,8.48,running
1774368480.5105722,8.80,running
1774368480.7076552,8.61,running
1774368480.9032829,8.26,running
1774368481.0952399,8.03,running
1774368481.286394,8.03,running
1774368481.4547496,8.17,running
1774368481.6232398,8.14,running
1774368481.791002,8.13,running
1774368481.9610345,8.19,running
1774368482.1299536,8.25,running
1774368482.2989094,8.13,running
1774368482.467622,8.26,running
1774368482.6364272,8.13,running
1774368482.8060527,8.19,running
1774368482.9752672,8.19,running
1774368483.144068,8.19,running
1774368483.3118181,8.16,running
1774368483.4803574,8.11,running
1774368483.6492074,8.29,running
1774368483.8183494,8.13,running
1774368483.9870744,8.14,running
1774368484.15595,8.13,running
1774368484.323515,8.11,running
1774368484.4909174,8.08,running
1774368484.658442,8.11,running
1774368484.8256984,8.40,running
1774368484.9936604,8.17,running
1774368485.1623752,8.16,running
1774368485.331143,8.25,running
1774368485.5026648,8.10,running
1774368485.6753483,8.11,running
1774368485.8485472,8.16,running
1774368486.0178885,8.14,running
1774368486.1906133,7.99,running
1774368486.3628488,8.03,running
1774368486.5345705,8.02,running
1774368486.7137346,8.11,running
1774368486.885486,8.08,running
1774368487.0587142,8.16,running
1774368487.2309268,8.23,running
1774368487.401009,8.11,running
1774368487.57253,8.31,running
1774368487.7427485,8.17,running
1774368487.9119184,8.20,running
1774368488.0807183,8.19,running
1774368488.249688,8.20,running
1774368488.41847,7.91,running
1774368488.5871994,7.90,running
1774368488.7542417,8.29,running
1774368488.9470382,8.50,running
1774368489.1388078,8.44,running
1774368489.3302188,8.45,running
1774368489.5134037,8.47,running
1774368489.697592,8.42,running
1774368489.8904455,8.53,running
1774368490.078027,8.47,running
1774368490.2703645,8.33,running
1774368490.4622724,8.34,running
1774368490.6542182,7.96,running
1774368490.8460124,7.97,running
1774368491.013031,7.97,running
1774368491.180677,8.02,running
1774368491.3474145,8.00,running
1774368491.5143964,8.08,running
1774368491.6817267,7.97,running
1774368491.8491259,7.97,running
1774368492.0167992,8.00,running
1774368492.183874,8.00,running
1774368492.3507721,8.19,running
1774368492.5175803,7.96,running
1774368492.6845114,7.90,running
1774368492.8518076,7.91,running
1774368493.0189507,7.97,running
1774368493.186225,7.96,running
1774368493.354023,7.97,running
1774368493.5223553,8.17,running
1774368493.6908278,8.05,running
1774368493.8592007,8.67,running
1774368494.0563614,8.26,running
1774368494.2245274,8.31,running
1774368494.393856,8.46,running
1774368494.5633848,8.35,running
1774368494.7342157,8.19,running
1774368494.905843,8.68,running
1774368495.1242864,8.67,running
1774368495.344343,8.71,running
1774368495.573863,8.00,running
1774368495.7739096,8.16,running
1774368495.9447536,8.37,running
1774368496.1136777,8.19,running
1774368496.2829645,8.55,running
1774368496.453658,8.65,running
1774368496.647739,8.57,running
1774368496.8409915,8.61,running
1774368497.030643,8.53,running
1774368497.2194765,8.64,running
1774368497.410265,8.55,running
1774368497.590886,8.50,running
1774368497.7813342,8.36,running
1774368497.9704785,8.50,running
1774368498.1581132,8.42,running
1774368498.351884,8.53,running
1774368498.5439334,8.50,running
1774368498.7307708,8.53,running
1774368498.9022691,8.38,running
1774368499.090725,8.10,running
1774368499.273406,8.44,running
1774368499.4706724,8.15,running
1774368499.6673791,8.47,running
1774368499.8622763,8.47,running
1774368500.0555654,8.35,running
1774368500.22635,7.93,running
1774368500.3965878,8.13,running
1774368500.565672,8.28,running
1774368500.7352653,8.14,running
1774368500.9069753,8.17,running
1774368501.075297,8.14,running
1774368501.2427187,8.08,running
1774368501.4101927,8.16,running
1774368501.577534,8.16,running
1774368501.7448041,8.31,running
1774368501.9121034,8.13,running
1774368502.079331,8.20,running
1774368502.2464955,8.14,running
1774368502.413589,8.14,running
1774368502.5808294,8.19,running
1774368502.7481236,8.22,running
1774368502.915272,8.34,running
1774368503.0820725,8.17,running
1774368503.249549,8.08,running
1774368503.4171176,8.19,running
1774368503.584665,8.19,running
1774368503.752156,8.14,running
1774368503.921208,8.11,running
1774368504.0882514,8.34,running
1774368504.256452,8.25,running
1774368504.4263055,8.29,running
1774368504.59587,8.14,running
1774368504.7638187,8.14,running
1774368504.9335983,8.26,running
1774368505.1082232,8.03,running
1774368505.2787032,8.10,running
1774368505.4491937,8.05,running
1774368505.6192963,8.10,running
1774368505.791504,7.93,running
1774368505.9621034,8.17,running
1774368506.1307387,8.14,running
1774368506.3014944,8.23,running
1774368506.4702778,8.25,running
1774368506.6389005,8.22,running
1774368506.8077369,8.22,running
1774368506.9765532,8.23,running
1774368507.145428,8.23,running
1774368507.3151145,8.03,running
1774368507.4820447,8.41,running
1774368507.6744843,8.44,running
1774368507.8662438,8.41,running
1774368508.0507703,8.50,running
1774368508.2333083,8.44,running
1774368508.4265842,8.47,running
1774368508.6182237,8.54,running
1774368508.8021688,8.53,running
1774368508.9941547,8.49,running
1774368509.182658,8.40,running
1774368509.3709655,8.23,running
1774368509.5664365,7.97,running
1774368509.7349527,7.96,running
1774368509.9038792,7.97,running
1774368510.0713892,8.13,running
1774368510.2390537,7.99,running
1774368510.4068904,7.99,running
1774368510.5746818,7.97,running
1774368510.742282,7.94,running
1774368510.9100318,7.94,running
1774368511.0775862,7.99,running
1774368511.24638,8.25,running
1774368511.4151,8.05,running
1774368511.5844133,8.03,running
1774368511.7531073,8.07,running
1774368511.9217956,8.03,running
1774368512.0904217,8.13,running
1774368512.2592816,8.00,running
1774368512.428199,8.20,running
1774368512.5968406,8.00,running
1774368512.7658312,8.71,running
1774368512.959815,8.07,running
1774368513.1439223,8.34,running
1774368513.315242,8.43,running
1774368513.4852667,8.41,running
1774368513.657167,8.20,running
1774368513.8303502,8.22,running
1774368514.0033607,8.68,running
1774368514.1859188,8.70,running
1774368514.3964286,8.68,running
1774368514.6139889,8.71,running
1774368514.833676,8.10,running
1774368515.016574,8.22,running
1774368515.1869848,8.17,running
1774368515.3575037,8.20,running
1774368515.5277627,8.50,running
1774368515.718248,8.43,running
1774368515.9053347,8.53,running
1774368516.0982654,8.93,running
1774368516.2957473,8.57,running
1774368516.4905162,8.20,running
1774368516.686802,8.62,running
1774368516.8752081,8.23,running
1774368517.0700717,8.70,running
1774368517.2602437,8.85,running
1774368517.4470556,8.64,running
1774368517.6441984,8.62,running
1774368517.834706,8.59,running
1774368518.031586,8.47,running
1774368518.2136083,8.50,running
1774368518.383866,8.62,running
1774368518.579306,8.42,running
1774368518.7764764,8.62,running
1774368518.9705937,8.44,running
1774368519.162959,8.00,running
1774368519.3504193,8.14,running
1774368519.5192428,8.11,running
1774368519.6869788,8.29,running
1774368519.855285,8.14,running
1774368520.0239596,8.16,running
1774368520.1934252,8.14,running
1774368520.3632476,8.14,running
1774368520.532147,8.19,running
1774368520.6999123,8.16,running
1774368520.8675046,8.34,running
1774368521.0348222,8.11,running
1774368521.202264,8.35,running
1774368521.371627,8.13,running
1774368521.5406039,8.17,running
1774368521.7095687,8.22,running
1774368521.8783545,8.07,running
1774368522.0460362,8.19,running
1774368522.2138443,8.13,running
1774368522.3830774,8.34,running
1774368522.5521317,8.19,running
1774368522.7207847,8.10,running
1774368522.8895943,8.14,running
1774368523.0584025,8.11,running
1774368523.2261252,8.22,running
1774368523.3945303,8.19,running
1774368523.5641932,8.29,running
1774368523.7337787,8.13,running
1774368523.90158,8.03,running
1774368524.0719526,8.08,running
1774368524.2438538,8.03,running
1774368524.4154205,8.03,running
1774368524.6067195,8.00,running
1774368524.7783377,8.00,running
1774368524.9483109,8.08,running
1774368525.1186366,8.32,running
1774368525.2869594,8.13,running
1774368525.4557135,8.07,running
1774368525.6258383,8.22,running
1774368525.7942564,8.17,running
1774368525.9626935,8.07,running
1774368526.1307867,8.41,running
1774368526.2984045,8.42,running
1774368526.4904597,8.42,running
1774368526.6778848,8.50,running
1774368526.8663146,8.38,running
1774368527.0495844,8.42,running
1774368527.2343578,8.50,running
1774368527.417647,8.00,running
1774368527.586458,8.19,running
1774368527.7551913,8.10,running
1774368527.923069,8.00,running
1774368528.0906022,8.07,running
1774368528.2584693,8.03,running
1774368528.4261088,7.97,running
1774368528.5940988,8.33,running
1774368528.790758,8.43,running
1774368528.962316,8.29,running
1774368529.134467,8.64,running
1774368529.3475368,8.68,running
1774368529.560931,8.23,running
1774368529.731377,8.16,running
1774368529.9016047,8.54,running
1774368530.0906641,8.47,running
1774368530.2835321,8.57,running
1774368530.4710798,8.48,running
1774368530.666676,8.54,running
1774368530.8602412,8.29,running
1774368531.051999,8.78,running
1774368531.2467487,8.39,running
1774368531.4343748,8.72,running
1774368531.6066916,8.42,running
1774368531.7986078,8.21,running
1774368531.9904475,8.48,running
1774368532.182654,8.45,running
1774368532.370966,8.57,running
1774368532.5671237,8.44,running
1774368532.756145,8.56,running
1774368532.9487991,8.48,running
1774368533.1386425,8.36,running
1774368533.327735,8.53,running
1774368533.5184562,8.52,running
1774368533.7173831,7.87,running
1774368533.8895626,7.99,running
1774368534.0575824,8.17,running
1774368534.2262652,8.10,running
1774368534.3949955,8.32,running
1774368534.5625165,8.13,running
1774368534.7308676,8.10,running
1774368534.902674,8.14,running
1774368535.071497,8.08,running
1774368535.240448,8.17,running
1774368535.4093661,8.11,running
1774368535.576731,8.28,running
1774368535.7455163,8.11,running
1774368535.9142454,8.05,running
1774368536.0830789,8.17,running
1774368536.2517538,8.14,running
1774368536.4194763,8.13,running
1774368536.5874097,8.19,running
1774368536.7562432,8.19,running
1774368536.9250536,8.10,running
1774368537.0944068,8.23,running
1774368537.261836,8.16,running
1774368537.4295812,8.08,running
1774368537.5973547,8.16,running
1774368537.766353,8.19,running
1774368537.936146,8.35,running
1774368538.105976,8.22,running
1774368538.2778132,8.19,running
1774368538.4459906,8.10,running
1774368538.6165314,8.05,running
1774368538.7847757,8.02,running
1774368538.9758165,8.10,running
1774368539.1611946,8.24,running
1774368539.331901,8.02,running
1774368539.4998293,8.14,running
1774368539.668231,8.02,running
1774368539.838229,8.28,running
1774368540.0064952,8.16,running
1774368540.1750474,8.14,running
1774368540.343358,8.16,running
1774368540.511809,8.16,running
1774368540.6804469,8.28,running
1774368540.8486414,7.82,running
1774368541.0154195,8.39,running
1774368541.2066846,8.45,running
1774368541.3988144,8.36,running
1774368541.5859778,8.41,running
1774368541.7742727,8.54,running
1774368541.9572847,8.48,running
1774368542.1508868,8.38,running
1774368542.3390498,8.42,running
1774368542.521408,8.32,running
1774368542.7146902,8.39,running
1774368542.9069064,8.36,running
1774368543.0984132,7.97,running
1774368543.2669764,7.96,running
1774368543.4356322,8.03,running
1774368543.6034117,7.93,running
1774368543.7726393,7.94,running
1774368543.9414847,7.96,running
1774368544.1101587,7.96,running
1774368544.2788482,8.13,running
1774368544.4478486,7.94,running
1774368544.6165578,7.91,running
1774368544.7852132,8.00,running
1774368544.9539251,7.96,running
1774368545.1223826,8.00,running
1774368545.2913861,7.96,running
1774368545.4601085,8.17,running
1774368545.6286428,7.99,running
1774368545.7976298,7.94,running
1774368545.9664617,7.94,running
1774368546.1353407,7.96,running
1774368546.3043425,7.97,running
1774368546.4732697,7.96,running
1774368546.6419525,8.66,running
1774368546.826346,8.70,running
1774368547.0227869,7.90,running
1774368547.191467,8.38,running
1774368547.3627634,8.14,running
1774368547.5350244,8.20,running
1774368547.7056851,8.14,running
1774368547.8780358,8.22,running
1774368548.0515044,8.31,running
1774368548.2230775,8.65,running
1774368548.4155338,8.61,running
1774368548.6300206,8.62,running
1774368548.8519008,8.71,running
1774368549.0754719,7.87,running
1774368549.2446423,8.25,running
1774368549.4157622,8.16,running
1774368549.5843012,8.07,running
1774368549.7531564,8.53,running
1774368549.9479904,8.41,running
1774368550.1390953,8.61,running
1774368550.327712,8.48,running
1774368550.520131,8.62,running
1774368550.71759,8.47,running
1774368550.9133005,8.48,running
1774368551.110531,8.44,running
1774368551.298211,8.51,running
1774368551.4863677,8.53,running
1774368551.67803,8.31,running
1774368551.8624158,8.57,running
1774368552.058263,8.50,running
1774368552.2510505,8.50,running
1774368552.4428244,8.21,running
1774368552.6396103,8.56,running
1774368552.8275495,8.50,running
1774368553.018394,8.54,running
1774368553.2272227,8.46,running
1774368553.4189932,8.34,running
1774368553.6148684,7.93,running
1774368553.7858582,8.11,running
1774368553.9546778,8.14,running
1774368554.1239324,8.19,running
1774368554.2927775,8.16,running
1774368554.4605079,8.35,running
1774368554.6269393,8.08,running
1774368554.7950952,8.20,running
1774368554.9627411,8.20,running
1774368555.1308043,8.16,running
1774368555.3001664,8.14,running
1774368555.4691265,8.13,running
1774368555.6381593,8.25,running
1774368555.8069854,8.16,running
1774368555.976984,8.17,running
1774368556.1445222,8.16,running
1774368556.3140323,8.20,running
1774368556.482569,8.11,running
1774368556.6514094,8.16,running
1774368556.819031,8.37,running
1774368556.986718,8.19,running
1774368557.1543772,8.16,running
1774368557.3222237,8.14,running
1774368557.4897242,8.07,running
1774368557.6579604,8.29,running
1774368557.829121,8.17,running
1774368558.0026407,8.32,running
1774368558.174897,8.22,running
1774368558.3435307,8.19,running
1774368558.5136,8.10,running
1774368558.6854563,8.10,running
1774368558.8549743,8.07,running
1774368559.0251708,8.07,running
1774368559.1952744,8.23,running
1774368559.365569,8.05,running
1774368559.5359414,8.16,running
1774368559.704574,8.17,running
1774368559.8730857,8.02,running
1774368560.0437393,8.28,running
1774368560.2124386,8.16,running
1774368560.3812587,8.16,running
1774368560.5497377,8.17,running
1774368560.7186053,8.19,running
1774368560.8872674,8.02,running
1774368561.0554976,7.96,running
1774368561.222545,8.45,running
1774368561.414052,8.39,running
1774368561.6026359,8.20,running
1774368561.7946293,8.43,running
1774368561.9783995,8.44,running
1774368562.161109,8.40,running
1774368562.3508015,8.42,running
1774368562.5332546,8.39,running
1774368562.7222977,8.39,running
1774368562.90538,8.46,running
1774368563.094656,8.25,running
1774368563.2864263,8.11,running
1774368563.4549205,7.96,running
1774368563.623652,7.96,running
1774368563.7910972,7.93,running
1774368563.958371,7.94,running
1774368564.1257994,7.94,running
1774368564.293217,7.94,running
1774368564.460519,8.08,running
1774368564.627927,8.22,running
1774368564.7956629,7.97,running
1774368564.9630473,8.02,running
1774368565.130495,8.00,running
1774368565.2989473,7.94,running
1774368565.4670882,7.96,running
1774368565.6349862,8.14,running
1774368565.8038874,7.96,running
1774368565.9729114,7.99,running
1774368566.141605,7.96,running
1774368566.3102093,8.67,running
1774368566.4797845,8.21,running
1774368566.6747582,8.27,running
1774368566.8463285,8.28,running
1774368567.016545,8.29,running
1774368567.1867402,8.20,running
1774368567.359577,8.32,running
1774368567.5324697,8.72,running
1774368567.7288103,8.71,running
1774368567.9424996,8.65,running
1774368568.1655705,8.71,running
1774368568.382911,8.16,running
1774368568.552504,8.34,running
1774368568.7229123,8.17,running
1774368568.8922167,8.26,running
1774368569.0619109,8.61,running
1774368569.2465637,8.49,running
1774368569.4437962,8.64,running
1774368569.638672,8.97,running
1774368569.8319414,8.64,running
1774368570.0278022,8.06,running
1774368570.2184823,8.59,running
1774368570.4107153,8.47,running
1774368570.6025224,8.61,running
1774368570.794882,8.94,running
1774368570.98748,8.45,running
1774368571.1847825,8.65,running
1774368571.3789752,8.64,running
1774368571.5752158,8.63,running
1774368571.7684293,8.54,running
1774368571.970954,8.47,running
1774368572.1542947,8.45,running
1774368572.3256037,8.54,running
1774368572.5185878,8.85,running
1774368572.7109325,7.85,running
1774368572.8849666,8.14,running
1774368573.053052,8.11,running
1774368573.221824,8.11,running
1774368573.3894782,8.16,running
1774368573.5574095,8.31,running
1774368573.724603,8.19,running
1774368573.891879,8.14,running
1774368574.0588892,8.10,running
1774368574.2279665,8.08,running
1774368574.3953748,8.16,running
1774368574.5626526,8.14,running
1774368574.7302558,8.34,running
1774368574.8975534,8.13,running
1774368575.0646358,8.20,running
1774368575.2319334,8.05,running
1774368575.399503,8.16,running
1774368575.5666358,8.28,running
1774368575.7340617,8.14,running
1774368575.9014096,8.19,running
1774368576.0683856,8.13,running
1774368576.2357836,8.13,running
1774368576.40326,8.11,running
1774368576.5706918,8.16,running
1774368576.7380452,8.41,running
1774368576.9096215,8.25,running
1774368577.0789075,8.11,running
1774368577.2481263,8.16,running
1774368577.4155464,8.08,running
1774368577.5837128,8.03,running
1774368577.7526186,8.03,running
1774368577.9225383,8.23,running
1774368578.0932744,8.10,running
1774368578.2640562,7.91,running
1774368578.435751,8.13,running
1774368578.6067522,8.02,running
1774368578.776347,8.19,running
1774368578.9459467,8.19,running
1774368579.1147447,8.32,running
1774368579.2837126,8.20,running
1774368579.452567,8.19,running
1774368579.6212204,8.17,running
1774368579.7903452,7.90,running
1774368579.9595401,8.53,running
1774368580.1503074,8.53,running
1774368580.3426876,8.42,running
1774368580.5343451,8.45,running
1774368580.7172322,8.51,running
1774368580.906371,8.41,running
1774368581.0818565,8.45,running
1774368581.2706537,8.47,running
1774368581.4623494,8.49,running
1774368581.6453922,8.42,running
1774368581.8343456,8.50,running
1774368582.0174067,8.00,running
1774368582.1861393,8.02,running
1774368582.3546634,7.99,running
1774368582.5230765,7.97,running
1774368582.69036,8.11,running
1774368582.8576791,7.96,running
1774368583.0249686,7.93,running
1774368583.1923392,7.96,running
1774368583.3596232,7.93,running
1774368583.5269957,8.00,running
1774368583.6948702,7.97,running
1774368583.862818,8.10,running
1774368584.0311353,7.97,running
1774368584.1998298,8.07,running
1774368584.3679843,8.00,running
1774368584.5362475,7.99,running
1774368584.704625,7.97,running
1774368584.8728118,8.03,running
1774368585.042838,8.10,running
1774368585.2115388,8.64,running
1774368585.4077508,7.97,running
1774368585.5983453,8.27,running
1774368585.7682147,8.29,running
1774368585.9380567,8.25,running
1774368586.1106422,8.23,running
1774368586.2824647,8.19,running
1774368586.4541984,8.68,running
1774368586.6597471,8.68,running
1774368586.871227,8.65,running
1774368587.0917594,8.76,running
1774368587.3122847,8.19,running
1774368587.4810836,8.14,running
1774368587.6497386,8.23,running
1774368587.818729,8.22,running
1774368587.9894676,8.36,running
1774368588.1786256,8.46,running
1774368588.370977,8.39,running
1774368588.5668833,8.03,running
1774368588.7588067,8.57,running
1774368588.9509904,8.45,running
1774368589.1433365,8.57,running
1774368589.3242,8.54,running
1774368589.5131738,8.75,running
1774368589.7107742,8.47,running
1774368589.9029405,8.47,running
1774368590.094696,8.50,running
1774368590.286598,8.61,running
1774368590.4754894,8.29,running
1774368590.670997,8.23,running
1774368590.863561,8.63,running
1774368591.052744,8.91,running
1774368591.2396133,8.51,running
1774368591.433263,8.48,running
1774368591.6239376,8.61,running
1774368591.8189504,8.23,running
1774368591.988184,8.16,running
1774368592.1570063,8.22,running
1774368592.3241417,8.13,running
1774368592.4936686,8.16,running
1774368592.6622121,8.14,running
1774368592.8310463,8.20,running
1774368593.0003228,8.20,running
1774368593.168839,8.13,running
1774368593.3374074,8.22,running
1774368593.504616,8.19,running
1774368593.6724584,8.14,running
1774368593.8400671,8.11,running
1774368594.0076356,8.11,running
1774368594.1748374,8.22,running
1774368594.3422308,8.11,running
1774368594.5105624,8.20,running
1774368594.6799774,8.16,running
1774368594.8494148,8.14,running
1774368595.016639,8.17,running
1774368595.1836872,8.08,running
1774368595.3510373,8.32,running
1774368595.518333,8.22,running
1774368595.6856606,8.19,running
1774368595.8531137,8.31,running
1774368596.0227826,8.25,running
1774368596.1923208,8.13,running
1774368596.3602428,8.13,running
1774368596.5282419,8.25,running
1774368596.6980321,8.05,running
1774368596.8683887,8.07,running
1774368597.0378716,8.08,running
1774368597.206924,8.08,running
1774368597.3766727,8.23,running
1774368597.5465252,8.16,running
1774368597.7144473,8.17,running
1774368597.8826969,8.07,running
1774368598.052447,8.19,running
1774368598.2207725,8.19,running
1774368598.3889997,8.14,running
1774368598.557387,8.31,running
1774368598.726015,8.22,running
1774368598.8946717,7.93,running
1774368599.0630124,8.54,running
1774368599.245118,8.47,running
1774368599.4383557,8.33,running
1774368599.631617,8.38,running
1774368599.8221996,8.40,running
1774368600.0103881,8.38,running
1774368600.1941917,8.47,running
1774368600.377114,8.38,running
1774368600.57067,8.32,running
1774368600.7623043,8.41,running
1774368600.9546201,8.40,running
1774368601.146354,7.93,running
1774368601.3384595,7.93,running
1774368601.5058675,7.94,running
1774368601.6729076,7.91,running
1774368601.8399012,7.93,running
1774368602.0071712,7.90,running
1774368602.1741536,8.13,running
1774368602.3412867,7.96,running
1774368602.508874,7.96,running
1774368602.6762621,7.96,running
1774368602.843556,7.91,running
1774368603.0114102,7.94,running
1774368603.1783414,7.93,running
1774368603.3460562,8.13,running
1774368603.513827,7.96,running
1774368603.6825378,7.94,running
1774368603.8509572,7.97,running
1774368604.019233,7.97,running
1774368604.187721,8.19,running
1774368604.3560855,8.68,running
1774368604.5517986,8.05,running
1774368604.7422495,8.27,running
1774368604.9119713,8.29,running
1774368605.0816977,8.14,running
1774368605.2512817,8.19,running
1774368605.4230173,8.11,running
1774368605.5959258,8.64,running
1774368605.829266,8.65,running
1774368606.04492,8.67,running
1774368606.255141,7.97,running
1774368606.4535449,8.29,running
1774368606.623948,8.20,running
1774368606.7938926,8.23,running
1774368606.9630475,8.57,running
1774368607.1346235,8.56,running
1774368607.3248646,8.61,running
1774368607.523383,8.50,running
1774368607.7145863,8.50,running
1774368607.9075496,8.56,running
1774368608.0987985,8.07,running
1774368608.290616,8.57,running
1774368608.4840472,8.44,running
1774368608.6745064,8.73,running
1774368608.8529537,8.41,running
1774368609.0439425,8.65,running
1774368609.2359567,8.48,running
1774368609.4311523,8.49,running
1774368609.6207938,8.61,running
1774368609.806592,8.44,running
1774368609.9979115,8.56,running
1774368610.186949,8.54,running
1774368610.383699,8.56,running
1774368610.5746038,8.46,running
1774368610.7712138,7.88,running
1774368610.9625738,8.34,running
1774368611.1317816,8.16,running
1774368611.2996173,8.11,running
1774368611.4669595,8.08,running
1774368611.6345396,8.11,running
1774368611.8028378,8.08,running
1774368611.9792771,8.10,running
1774368612.1485436,8.34,running
1774368612.3176448,8.07,running
1774368612.4865198,8.25,running
1774368612.6552265,8.13,running
1774368612.8240187,8.14,running
1774368612.9918582,8.19,running
1774368613.1604328,8.14,running
1774368613.3291993,8.28,running
1774368613.4980166,8.17,running
1774368613.6664975,8.11,running
1774368613.8354542,8.17,running
1774368614.0041044,8.20,running
1774368614.1730046,8.08,running
1774368614.3404613,8.17,running
1774368614.5082662,8.25,running
1774368614.6757705,8.11,running
1774368614.8437757,8.25,running
1774368615.0134206,8.24,running
1774368615.1832595,8.11,running
1774368615.35381,8.20,running
1774368615.5226383,8.25,running
1774368615.6906602,8.26,running
1774368615.861251,8.10,running
1774368616.0311272,8.10,running
1774368616.2018962,8.13,running
1774368616.374143,8.07,running
1774368616.5447547,8.20,running
1774368616.7132723,8.22,running
1774368616.8818054,8.16,running
1774368617.051826,8.19,running
1774368617.2211175,8.20,running
1774368617.3897545,8.20,running
1774368617.5583365,8.19,running
1774368617.7269933,8.38,running
1774368617.8959184,7.93,running
1774368618.064202,7.93,running
1774368618.231182,8.45,running
1774368618.4387155,8.41,running
1774368618.6210237,8.50,running
1774368618.8151004,8.56,running
1774368619.0028791,8.38,running
1774368619.194006,8.47,running
1774368619.3828654,8.34,running
1774368619.5744464,8.38,running
1774368619.757812,8.54,running
1774368619.950637,8.48,running
1774368620.1426623,8.14,running
1774368620.3259108,7.96,running
1774368620.4948032,7.96,running
1774368620.6631613,7.96,running
1774368620.8319085,7.94,running
1774368620.999163,7.96,running
1774368621.1664977,8.00,running
1774368621.3336258,8.13,running
1774368621.500804,8.00,running
