timestamp,cpu_percent,ram_used_MB,proc_read_MB,proc_write_MB
1774369072.4605176,25.0,1679.53515625,0.0,0.0
1774369072.584408,67.5,1679.53515625,0.0,0.0
1774369072.7103732,92.7,1679.78125,0.0,0.0
1774369072.8312404,100.0,1679.78125,0.0,0.0
1774369072.9617746,65.0,1679.78125,0.0,0.0
1774369073.0932999,100.0,1679.78125,0.0,0.0
1774369073.2261274,100.0,1679.7734375,0.0,0.0
1774369073.361682,73.2,1679.7734375,0.0,0.0
1774369073.492806,97.5,1679.7734375,0.0,0.0
1774369073.6236792,100.0,1679.7734375,0.0,0.0
1774369073.7548614,77.5,1679.7734375,0.0,0.0
1774369073.8885624,90.7,1679.7734375,0.0,0.0
1774369074.0229197,100.0,1679.7734375,0.0,0.0
1774369074.1698737,76.9,1679.7734375,0.0,0.0
1774369074.3019032,97.6,1679.7734375,0.0,0.0
1774369074.4319563,100.0,1679.7734375,0.0,0.0
1774369074.563867,77.5,1679.7734375,0.0,0.0
1774369074.69764,92.7,1679.7734375,0.0,0.0
1774369074.8300378,100.0,1679.7734375,0.0,0.0
1774369074.9641557,81.0,1679.7734375,0.0,0.0
1774369075.0980473,92.5,1679.7734375,0.0,0.0
1774369075.2314544,100.0,1679.7734375,0.0,0.0
1774369075.3680696,81.4,1679.7734375,0.0,0.0
1774369075.5002394,90.0,1679.7734375,0.0,0.0
1774369075.6303442,100.0,1679.7734375,0.0,0.0
1774369075.7496035,92.9,1679.7734375,0.0,0.0
1774369075.8827336,92.7,1679.7734375,0.0,0.0
1774369076.0123408,100.0,1679.7734375,0.0,0.0
1774369076.143942,100.0,1679.78125,0.0,0.0
1774369076.2766404,79.5,1679.78125,0.0,0.0
1774369076.393465,45.0,1679.78125,0.0,0.0
1774369076.510868,23.1,1680.0390625,3.734375,6.07421875
1774369076.6279697,16.7,1679.94921875,8.7734375,0.0
1774369076.7452974,15.0,1679.96875,9.69921875,0.0
1774369076.8624635,15.0,1680.12109375,8.7734375,0.0
1774369076.98006,14.6,1680.01953125,9.82421875,0.0
1774369077.0969462,15.4,1679.62109375,8.7734375,0.0
1774369077.2145402,19.5,1679.89453125,9.69921875,0.0
1774369077.3315763,15.0,1679.81640625,8.7734375,0.0
1774369077.448857,16.7,1679.83203125,9.69921875,0.0
1774369077.565622,17.5,1679.7578125,8.6484375,0.0
1774369077.683102,17.5,1679.90625,9.69921875,0.0
1774369077.8000686,15.0,1680.07421875,8.7734375,0.0
1774369077.9173925,19.0,1679.8359375,9.69921875,0.0
1774369078.0347362,19.0,1679.78125,8.8984375,0.0
1774369078.1523027,18.6,1679.8984375,9.69921875,0.0
1774369078.2695787,17.1,1679.7734375,8.5234375,0.0
1774369078.3872414,17.5,1680.08203125,9.69921875,0.0
1774369078.504997,15.0,1680.04296875,8.8984375,0.0
1774369078.622513,12.8,1679.6640625,9.69921875,0.0
1774369078.7399962,17.9,1679.46875,8.8984375,0.0
1774369078.8575542,17.1,1679.75,9.4140625,0.0
1774369078.9749298,17.1,1679.57421875,9.18359375,0.0
1774369079.0921552,15.4,1680.03515625,9.0546875,0.0
1774369079.2097156,15.4,1680.1484375,9.54296875,0.0
1774369079.3269968,12.8,1680.09375,8.7109375,0.0
1774369079.4443398,15.0,1679.91015625,9.76171875,0.0
1774369079.561785,13.2,1680.03125,8.8984375,0.0
1774369079.679733,19.5,1679.7265625,9.69921875,0.0
1774369079.7967267,12.5,1680.2265625,8.8984375,0.0
1774369079.9141588,17.1,1680.0390625,9.69921875,0.0
1774369080.031342,17.5,1680.08203125,8.7734375,0.0
1774369080.148824,15.0,1679.96875,9.82421875,0.0
1774369080.2656796,15.4,1680.01953125,8.6484375,0.0
1774369080.3843815,22.0,1679.8359375,4.71484375,0.0
1774369080.5028584,25.0,1679.8359375,0.0,0.0
1774369080.6206226,32.6,1679.8359375,0.234375,0.0
1774369080.738109,19.0,1679.90625,9.69921875,0.0
1774369080.8562496,14.6,1680.02734375,8.2890625,0.0
1774369080.9738164,25.6,1722.03125,0.0,0.0
1774369081.093175,27.5,1755.0234375,0.0,0.0
1774369081.2137365,28.2,1788.6328125,0.0,0.0
1774369081.3331478,26.8,1824.07421875,0.0,0.0
1774369081.4526381,28.2,1858.4921875,0.0,0.0
1774369081.5720353,30.0,1896.83984375,0.0,0.0
1774369081.69192,27.5,1934.390625,0.0,0.0
1774369081.811283,28.2,1973.56640625,0.0,0.0
1774369081.9294326,27.5,1677.1640625,0.0,0.0
1774369082.047839,25.0,1677.1640625,0.0,0.0
1774369082.1667697,27.5,1677.6640625,0.0,0.0
1774369082.286101,31.0,1677.6640625,0.0,0.0
1774369082.404308,27.5,1677.6640625,0.0,0.0
1774369082.5220695,25.6,1677.6640625,0.0,0.0
1774369082.639858,31.7,1677.6640625,0.0,0.0
1774369082.7578928,27.5,1677.91015625,0.0,0.0
1774369082.8758,25.0,1677.91015625,0.0,0.0
1774369082.993524,29.3,1677.91015625,0.0,0.0
1774369083.111843,29.3,1677.91015625,0.0,0.0
1774369083.229074,25.0,1374.20703125,0.0,0.0
1774369083.3458288,25.6,1374.20703125,0.0,0.0
1774369083.4729292,97.4,1374.19140625,0.0,0.0
1774369083.6036649,100.0,1374.19140625,0.0,0.0
1774369083.7295926,100.0,1374.19140625,0.0,0.0
1774369083.861343,100.0,1374.19140625,0.0,0.0
1774369083.9876273,100.0,1374.19140625,0.0,0.0
1774369084.1148677,100.0,1374.43359375,0.0,0.0
1774369084.2418823,100.0,1374.43359375,0.0,0.0
1774369084.3692105,100.0,1374.43359375,0.0,0.0
1774369084.5002995,100.0,1374.43359375,0.0,0.0
1774369084.6297262,100.0,1374.43359375,0.0,0.0
1774369084.7547712,100.0,1374.43359375,0.0,0.0
1774369084.8818638,100.0,1374.43359375,0.0,0.0
1774369085.0175571,100.0,1374.43359375,0.0,0.0
1774369085.1442173,100.0,1374.43359375,0.0,0.0
1774369085.262609,100.0,1374.43359375,0.0,0.0
1774369085.3802483,87.8,1389.171875,0.0,0.0
1774369085.497435,27.5,1413.171875,0.0,0.0
1774369085.6145167,25.0,1437.171875,0.0,0.0
1774369085.7317216,27.5,1461.17578125,0.0,0.0
1774369085.849088,25.6,1485.421875,0.0,0.0
1774369085.9663022,25.6,1509.421875,0.0,0.0
1774369086.0834277,26.3,1533.421875,0.0,0.0
1774369086.200988,27.5,1557.41796875,0.0,0.0
1774369086.3185558,25.0,1581.41796875,0.0,0.0
1774369086.4357986,26.8,1605.41796875,0.0,0.0
1774369086.5533204,29.3,1629.6640625,0.0,0.0
1774369086.670514,30.0,1653.6640625,0.0,0.0
1774369086.7876208,26.8,1677.6640625,0.0,0.0
1774369086.9046438,27.5,1701.6640625,0.0,0.0
1774369087.0218222,27.5,1725.6640625,0.0,0.0
1774369087.1388075,25.0,1749.91015625,0.0,0.0
1774369087.2557545,31.0,1773.91015625,0.0,0.0
1774369087.3730078,27.5,1797.91015625,0.0,0.0
1774369087.4904268,26.8,1821.91015625,0.0,0.0
1774369087.607564,25.6,1845.91015625,0.0,0.0
1774369087.7248452,28.2,1870.40234375,0.0,0.0
1774369087.842542,27.5,1886.91796875,0.0,0.0
1774369087.9611049,29.3,1904.65234375,0.0,0.0
1774369088.0795698,31.7,1925.6953125,0.0,0.0
1774369088.1981227,25.6,1945.42578125,0.0,0.0
1774369088.316669,26.8,1965.3359375,0.0,0.0
1774369088.4624906,53.8,1978.85546875,0.0,0.0
1774369088.5974343,100.0,1979.34765625,0.0,0.0
1774369088.7169526,75.6,1390.62890625,0.0,0.0
1774369088.8361995,26.8,1492.78515625,0.0,0.0
1774369088.954999,29.3,1597.27734375,0.0,0.0
1774369089.0745673,31.0,1699.88671875,0.0,0.0
1774369089.193439,26.8,1804.10546875,0.0,0.0
1774369089.3155098,29.3,1894.96484375,0.0,0.0
1774369089.437911,27.5,1952.72265625,0.0,0.0
1774369089.6207106,73.8,1978.80078125,0.0,0.0
1774369089.7636034,100.0,1979.5390625,0.0,0.0
1774369089.973459,97.6,1980.03125,0.0,0.0
1774369090.1718729,97.6,1980.1484375,0.0,0.0
1774369090.2945688,85.4,1375.60546875,0.0,0.0
1774369090.4125755,31.0,1375.36328125,0.0,0.0
1774369090.530343,27.5,1375.609375,0.0,0.0
1774369090.6503804,30.0,1375.85546875,0.0,0.0
1774369090.768762,25.6,1376.1015625,0.0,0.0
1774369090.9134889,25.0,1308.52734375,0.0,0.0
1774369091.042884,100.0,1308.52734375,0.0,0.0
1774369091.1616573,100.0,1308.453125,0.0,0.0
1774369091.310446,80.0,1308.453125,0.0,0.0
1774369091.4397914,100.0,1308.453125,0.0,0.0
1774369091.5716908,100.0,1308.453125,0.0,0.0
1774369091.706441,75.0,1308.453125,0.0,0.0
1774369091.8361804,100.0,1308.453125,0.0,0.0
1774369091.968153,100.0,1308.453125,0.0,0.0
1774369092.1021402,75.0,1308.453125,0.0,0.0
1774369092.2209377,100.0,1308.453125,0.0,0.0
1774369092.3514917,100.0,1308.453125,0.0,0.0
1774369092.4751606,72.5,1308.69921875,0.0,0.0
1774369092.62614,89.1,1308.45703125,0.0,0.0
1774369092.7486176,100.0,1308.45703125,0.0,0.0
1774369092.880883,85.0,1308.45703125,0.0,0.0
1774369093.0173771,92.5,1308.45703125,0.0,0.0
1774369093.1469264,100.0,1308.70703125,0.0,0.0
1774369093.2658906,100.0,1308.70703125,0.0,0.0
1774369093.4094572,85.0,1308.70703125,0.0,0.0
1774369093.535901,100.0,1308.70703125,0.0,0.0
1774369093.6646917,100.0,1308.70703125,0.0,0.0
1774369093.7979844,82.1,1308.70703125,0.0,0.0
1774369093.9208133,100.0,1308.70703125,0.0,0.0
1774369094.0431535,100.0,1308.70703125,0.0,0.0
1774369094.1772542,74.4,1308.69921875,0.0,0.0
1774369094.3077254,100.0,1308.69921875,0.0,0.0
1774369094.4416678,100.0,1308.69921875,0.0,0.0
1774369094.575767,79.5,1308.69921875,0.0,0.0
1774369094.6930254,73.2,1308.69921875,0.0,0.0
1774369094.8095107,26.8,1308.796875,0.484375,6.07421875
1774369094.9266949,15.4,1308.8359375,9.44921875,0.0
1774369095.0443015,12.8,1307.671875,8.7734375,0.0
1774369095.161562,16.7,1307.51171875,9.82421875,0.0
1774369095.2783883,17.5,1307.671875,8.7734375,0.0
1774369095.3958063,17.5,1307.9453125,9.57421875,0.0
1774369095.5127337,14.6,1307.86328125,8.8984375,0.0
1774369095.6299832,12.8,1308.0078125,9.69921875,0.0
1774369095.7469928,17.5,1308.0546875,8.7734375,0.0
1774369095.864551,15.0,1307.9453125,9.69921875,0.0
1774369095.9815166,19.5,1308.00390625,8.8984375,0.0
1774369096.098656,21.4,1307.7734375,9.69921875,0.0
1774369096.216132,17.1,1307.84375,8.7734375,0.0
1774369096.3334763,12.5,1308.08984375,9.82421875,0.0
1774369096.4507294,19.5,1308.1640625,8.7734375,0.0
1774369096.5682824,19.0,1306.796875,9.69921875,0.0
1774369096.6854548,15.4,1306.76171875,8.8984375,0.0
1774369096.80269,13.2,1306.85546875,9.4140625,0.0
1774369096.9201674,19.5,1306.8359375,9.18359375,0.0
