timestamp,power_watts,phase
1774366470.773744,8.54,running
1774366470.9668598,8.25,running
1774366471.1528943,8.05,running
1774366471.3220992,8.11,running
1774366471.490503,8.17,running
1774366471.6591716,8.10,running
1774366471.8282669,8.28,running
1774366471.996376,8.16,running
1774366472.163701,8.32,running
1774366472.3311942,8.14,running
1774366472.4981775,8.17,running
1774366472.6657445,8.17,running
1774366472.8337278,8.14,running
1774366473.0046859,8.38,running
1774366473.1721022,8.14,running
1774366473.3394144,8.20,running
1774366473.5067508,8.03,running
1774366473.6739538,8.07,running
1774366473.8415964,8.14,running
1774366474.008946,8.16,running
1774366474.1761498,8.38,running
1774366474.3434978,8.14,running
1774366474.510541,8.13,running
1774366474.6778884,8.11,running
1774366474.845148,8.22,running
1774366475.0128775,8.17,running
1774366475.1799667,8.16,running
1774366475.3476064,8.35,running
1774366475.5171332,8.29,running
1774366475.686852,8.13,running
1774366475.854117,8.11,running
1774366476.0247843,8.13,running
1774366476.192878,8.14,running
1774366476.3606582,8.13,running
1774366476.5288172,8.14,running
1774366476.697155,8.18,running
1774366476.870487,8.22,running
1774366477.0441628,8.22,running
1774366477.218397,8.23,running
1774366477.3941462,8.05,running
1774366477.5624955,8.13,running
1774366477.7309113,8.11,running
1774366477.8993044,8.26,running
1774366478.0678036,8.19,running
1774366478.2371771,8.17,running
1774366478.4060838,8.15,running
1774366478.574436,8.08,running
1774366478.7424755,8.22,running
1774366478.9129753,8.19,running
1774366479.0840578,8.20,running
1774366479.2533462,8.11,running
1774366479.4212525,8.10,running
1774366479.5916424,8.20,running
1774366479.7637584,8.13,running
1774366479.93568,8.10,running
1774366480.1029484,8.38,running
1774366480.2949102,8.08,running
1774366480.4798775,8.64,running
1774366480.6811476,8.30,running
1774366480.870045,8.39,running
1774366481.0602355,7.88,running
1774366481.229618,7.93,running
1774366481.3975406,7.93,running
1774366481.5652015,8.08,running
1774366481.7317193,7.88,running
1774366481.8986921,7.87,running
1774366482.0653296,7.90,running
1774366482.232297,7.90,running
1774366482.3988116,8.00,running
1774366482.56558,7.91,running
1774366482.7435765,8.32,running
1774366482.9394138,8.20,running
1774366483.130327,8.27,running
1774366483.319005,8.00,running
1774366483.4905758,8.64,running
1774366483.6904848,8.36,running
1774366483.8731391,8.38,running
1774366484.060114,8.13,running
1774366484.2347045,8.00,running
1774366484.4038448,8.38,running
1774366484.5914106,8.38,running
1774366484.7781417,8.43,running
1774366484.9661934,8.45,running
1774366485.1492448,7.94,running
1774366485.3195925,7.90,running
1774366485.4875023,8.07,running
1774366485.655269,7.93,running
1774366485.8217995,7.96,running
1774366485.988457,7.94,running
1774366486.1553392,7.91,running
1774366486.3218749,7.93,running
1774366486.4886882,7.87,running
1774366486.655051,7.96,running
1774366486.8217595,7.90,running
1774366486.9884043,7.94,running
1774366487.155192,7.91,running
1774366487.3220263,7.88,running
1774366487.488468,8.38,running
1774366487.679662,8.15,running
1774366487.8700895,8.35,running
1774366488.058288,8.21,running
1774366488.2421393,7.97,running
1774366488.4107673,8.40,running
1774366488.594124,8.45,running
1774366488.8047411,8.36,running
1774366488.9988427,7.96,running
1774366489.190612,8.67,running
1774366489.3924036,8.35,running
1774366489.5862093,8.38,running
1774366489.7745485,7.90,running
1774366489.9421644,7.84,running
1774366490.110211,7.90,running
1774366490.2777665,7.82,running
1774366490.444476,7.84,running
1774366490.6108098,7.88,running
1774366490.777461,7.88,running
1774366490.9437628,8.08,running
1774366491.1105728,7.88,running
1774366491.2777226,7.88,running
1774366491.4443066,7.87,running
1774366491.6110492,7.88,running
1774366491.7774236,8.59,running
1774366491.9725084,8.38,running
1774366492.1625953,8.37,running
1774366492.354383,7.97,running
1774366492.5238066,8.44,running
1774366492.720232,8.13,running
1774366492.8906405,8.53,running
1774366493.0742922,8.56,running
1774366493.2677424,8.54,running
1774366493.4595373,8.21,running
1774366493.651305,8.64,running
1774366493.8395371,8.33,running
1774366494.0278766,8.54,running
1774366494.2188463,8.56,running
1774366494.4105551,8.53,running
1774366494.6075537,8.30,running
1774366494.7985249,8.50,running
1774366494.9859724,8.35,running
1774366495.182619,8.46,running
1774366495.3580773,8.56,running
1774366495.5511894,8.88,running
1774366495.7464905,8.51,running
1774366495.942962,8.11,running
1774366496.1393807,8.57,running
1774366496.3311024,8.07,running
1774366496.5277092,8.00,running
1774366496.718282,8.19,running
1774366496.887492,8.31,running
1774366497.0549445,8.14,running
1774366497.2228763,8.20,running
1774366497.3905094,8.19,running
1774366497.5602381,8.14,running
1774366497.728917,8.13,running
1774366497.8983386,8.13,running
1774366498.0668201,8.17,running
1774366498.2355866,8.13,running
1774366498.4048736,8.38,running
1774366498.5736663,8.16,running
1774366498.7429028,8.19,running
1774366498.9115105,8.15,running
1774366499.0799997,8.08,running
1774366499.2480512,8.16,running
1774366499.4154274,8.16,running
1774366499.5830357,8.34,running
1774366499.7517397,8.16,running
1774366499.9199352,8.22,running
1774366500.089191,8.15,running
1774366500.2583303,8.20,running
1774366500.4270604,8.19,running
1774366500.5945444,8.25,running
1774366500.7631407,8.41,running
1774366500.9329004,8.08,running
1774366501.102088,8.22,running
1774366501.2693775,8.14,running
1774366501.4377038,8.16,running
1774366501.6062994,8.11,running
1774366501.7747173,8.37,running
1774366501.9433432,8.43,running
1774366502.1135712,8.26,running
1774366502.2873921,8.20,running
1774366502.4610243,8.22,running
1774366502.6364431,8.08,running
1774366502.8079238,8.23,running
1774366502.9766083,8.08,running
1774366503.1449254,8.13,running
1774366503.3133535,8.07,running
1774366503.4817579,8.19,running
1774366503.6526127,8.14,running
1774366503.8234086,8.13,running
1774366503.9949203,8.37,running
1774366504.16416,8.10,running
1774366504.3322928,8.20,running
1774366504.5008316,8.11,running
1774366504.6718333,8.13,running
1774366504.8412957,8.29,running
1774366505.0103707,8.19,running
1774366505.179529,8.17,running
1774366505.348077,8.47,running
1774366505.5343547,7.97,running
1774366505.7226152,8.65,running
1774366505.9249086,8.29,running
1774366506.114555,8.41,running
1774366506.2972302,7.88,running
1774366506.4648564,7.93,running
1774366506.63277,7.85,running
1774366506.8000834,8.08,running
1774366506.9676461,7.94,running
1774366507.13413,8.03,running
1774366507.30071,7.91,running
1774366507.4675884,7.90,running
1774366507.6342094,7.90,running
1774366507.8010433,7.96,running
1774366507.9673774,8.75,running
1774366508.141318,8.47,running
1774366508.3457558,8.45,running
1774366508.5342402,7.99,running
1774366508.7224686,8.73,running
1774366508.9177456,8.47,running
1774366509.1023374,8.39,running
1774366509.290242,8.00,running
1774366509.4586077,7.97,running
1774366509.627058,8.48,running
1774366509.8404558,8.46,running
1774366510.0305834,8.45,running
1774366510.218607,7.93,running
1774366510.4003222,8.00,running
1774366510.5680656,7.91,running
1774366510.736021,7.91,running
1774366510.902413,7.94,running
1774366511.0690436,7.93,running
1774366511.2353058,8.10,running
1774366511.4017582,7.99,running
1774366511.5683572,8.00,running
1774366511.7348862,7.91,running
1774366511.90178,7.93,running
1774366512.0681727,7.96,running
1774366512.235945,7.97,running
1774366512.4021428,8.08,running
1774366512.5686862,7.94,running
1774366512.7354133,8.51,running
1774366512.935149,8.15,running
1774366513.1347866,8.41,running
1774366513.326126,8.24,running
1774366513.5144725,7.99,running
1774366513.682734,8.50,running
1774366513.866083,8.32,running
1774366514.0638978,8.42,running
1774366514.254358,7.96,running
1774366514.4389775,8.32,running
1774366514.6299481,8.42,running
1774366514.814375,8.42,running
1774366514.9976742,7.90,running
1774366515.165546,7.90,running
1774366515.3328476,8.11,running
1774366515.4995162,8.00,running
1774366515.6664388,7.96,running
1774366515.8331678,7.90,running
1774366516.0000484,7.96,running
1774366516.166565,7.90,running
1774366516.333215,7.87,running
1774366516.4996843,8.08,running
1774366516.6661847,8.55,running
1774366516.8341846,8.38,running
1774366517.0359354,8.36,running
1774366517.2222738,7.96,running
1774366517.4048378,8.68,running
1774366517.6027875,8.35,running
1774366517.7736816,8.62,running
1774366517.9670746,8.77,running
1774366518.163221,8.59,running
1774366518.358827,8.14,running
1774366518.5505738,8.62,running
1774366518.7389176,8.54,running
1774366518.926916,8.68,running
1774366519.120029,8.53,running
1774366519.3152742,8.57,running
1774366519.5075526,8.30,running
1774366519.699175,8.64,running
1774366519.893305,8.53,running
1774366520.0787039,8.62,running
1774366520.2832792,8.59,running
1774366520.4748902,8.65,running
1774366520.6616647,8.61,running
1774366520.8463924,9.02,running
1774366521.031199,8.59,running
1774366521.2228117,8.82,running
1774366521.4196813,7.97,running
1774366521.5894349,8.22,running
1774366521.7567933,8.13,running
1774366521.9241843,8.16,running
1774366522.092452,8.17,running
1774366522.261517,8.19,running
1774366522.4293203,8.31,running
1774366522.5981035,8.13,running
1774366522.7682989,8.11,running
1774366522.9374056,8.07,running
1774366523.1063025,8.17,running
1774366523.2758188,8.19,running
1774366523.4444964,8.19,running
1774366523.613273,8.29,running
1774366523.7820532,8.11,running
1774366523.9501045,8.13,running
1774366524.1175094,8.17,running
1774366524.285286,8.20,running
1774366524.4524078,8.07,running
1774366524.6202185,8.10,running
1774366524.7895527,8.35,running
1774366524.958384,8.14,running
1774366525.12624,8.20,running
1774366525.2933097,8.12,running
1774366525.4620311,8.22,running
1774366525.6334946,8.20,running
1774366525.803138,8.17,running
1774366525.9718823,8.35,running
1774366526.1396482,8.05,running
1774366526.3082192,8.16,running
1774366526.476486,8.08,running
1774366526.6446981,8.05,running
1774366526.8130536,8.20,running
1774366526.986555,8.17,running
1774366527.1595278,8.38,running
1774366527.3340592,8.16,running
1774366527.509047,7.99,running
1774366527.6773143,8.00,running
1774366527.8457978,8.08,running
1774366528.0140707,8.23,running
1774366528.1828744,8.03,running
1774366528.3512456,8.13,running
1774366528.5199134,8.19,running
1774366528.6884615,8.13,running
1774366528.857277,8.25,running
1774366529.0259047,8.08,running
1774366529.194384,8.37,running
1774366529.3613224,8.39,running
1774366529.5506132,8.72,running
1774366529.7262113,8.44,running
1774366529.914201,8.47,running
1774366530.1065972,7.90,running
1774366530.2899938,7.96,running
1774366530.4574394,8.11,running
1774366530.6250405,7.90,running
1774366530.791626,8.10,running
1774366530.973705,7.90,running
1774366531.14183,7.90,running
1774366531.3095276,7.91,running
1774366531.4764493,7.93,running
1774366531.64298,8.54,running
1774366531.8109653,8.33,running
1774366532.0065,8.40,running
1774366532.1981885,7.97,running
1774366532.3716269,8.41,running
1774366532.5740814,8.38,running
1774366532.7666078,7.94,running
1774366532.9355023,8.33,running
1774366533.1411417,8.38,running
1774366533.330391,8.16,running
1774366533.512625,7.87,running
1774366533.6803122,7.93,running
1774366533.84795,7.88,running
1774366534.0147915,7.90,running
1774366534.1814175,7.88,running
1774366534.348203,7.90,running
1774366534.514525,8.11,running
1774366534.680885,7.90,running
1774366534.8474267,7.90,running
1774366535.0139573,8.68,running
1774366535.2144032,8.42,running
1774366535.390537,8.23,running
1774366535.58262,8.61,running
1774366535.7614503,8.28,running
1774366535.948327,8.54,running
1774366536.138713,8.47,running
1774366536.3351245,8.51,running
1774366536.522954,8.50,running
1774366536.7158685,8.64,running
1774366536.9113998,8.62,running
1774366537.102508,8.64,running
1774366537.299144,8.38,running
1774366537.4913876,8.38,running
1774366537.6781588,8.47,running
1774366537.866566,8.55,running
1774366538.045138,8.59,running
1774366538.2388291,8.34,running
1774366538.427577,8.52,running
1774366538.618768,8.59,running
1774366538.8160934,8.61,running
1774366539.010627,8.07,running
1774366539.1952064,8.44,running
1774366539.3865044,8.44,running
1774366539.5791078,8.25,running
1774366539.7621999,8.11,running
1774366539.9289324,8.14,running
1774366540.0963159,8.20,running
1774366540.2636054,8.17,running
1774366540.4308596,8.35,running
1774366540.5992448,8.14,running
1774366540.768804,8.11,running
1774366540.9362762,8.52,running
1774366541.10541,8.19,running
1774366541.2742126,8.25,running
1774366541.443195,8.16,running
1774366541.611705,8.34,running
1774366541.7805092,8.20,running
1774366541.9491637,8.20,running
1774366542.1185238,8.20,running
1774366542.2872653,8.22,running
1774366542.4556766,8.16,running
1774366542.6231716,8.16,running
1774366542.7905838,8.37,running
1774366542.9579928,8.17,running
1774366543.125552,8.19,running
1774366543.2928698,8.18,running
1774366543.4622371,8.16,running
1774366543.629545,8.26,running
1774366543.7975144,8.26,running
1774366543.966587,8.46,running
1774366544.1359394,8.17,running
1774366544.303107,8.13,running
1774366544.471335,8.11,running
1774366544.6395082,8.08,running
1774366544.8075645,8.14,running
1774366544.9754608,7.91,running
1774366545.1468477,8.35,running
1774366545.3166502,8.27,running
1774366545.490253,8.28,running
1774366545.6637843,8.25,running
1774366545.8368843,8.11,running
1774366546.0098836,8.31,running
1774366546.1777747,8.10,running
1774366546.3459792,8.05,running
1774366546.5140624,8.10,running
1774366546.6821198,8.19,running
1774366546.8530767,8.28,running
1774366547.024546,8.16,running
1774366547.193826,8.23,running
1774366547.3625305,8.13,running
1774366547.5301883,8.20,running
1774366547.6984982,8.14,running
1774366547.8692217,8.23,running
1774366548.0379288,8.35,running
1774366548.2064972,8.19,running
1774366548.3755229,8.17,running
1774366548.5435402,8.48,running
1774366548.7302916,8.03,running
1774366548.9135451,8.79,running
1774366549.1082408,8.42,running
1774366549.2935417,8.39,running
1774366549.4824514,7.93,running
1774366549.6502354,7.90,running
1774366549.8176966,8.03,running
1774366549.9854102,7.90,running
1774366550.1521199,7.96,running
1774366550.3187153,7.93,running
1774366550.485668,7.90,running
1774366550.6523626,7.90,running
1774366550.8192723,7.97,running
1774366550.985787,8.11,running
1774366551.1524425,8.67,running
1774366551.3436708,8.29,running
1774366551.5342507,8.30,running
1774366551.7174706,8.63,running
1774366551.8981512,8.41,running
1774366552.0902743,8.31,running
1774366552.2820625,7.96,running
1774366552.4647298,7.96,running
1774366552.6334305,8.67,running
1774366552.849739,8.32,running
1774366553.0208933,8.42,running
1774366553.2148063,8.45,running
1774366553.4064345,7.91,running
1774366553.5743313,7.94,running
1774366553.7418065,7.94,running
1774366553.909567,7.96,running
1774366554.0758216,8.03,running
1774366554.2422512,7.91,running
1774366554.4086914,7.90,running
1774366554.5749755,7.93,running
1774366554.7416463,7.90,running
1774366554.9079707,7.88,running
1774366555.074573,7.90,running
1774366555.2407966,8.05,running
1774366555.4071956,7.90,running
1774366555.5736153,7.88,running
1774366555.739999,7.90,running
1774366555.9067597,7.87,running
1774366556.073022,7.91,running
1774366556.2396498,8.66,running
1774366556.4072502,8.35,running
1774366556.6240685,8.37,running
1774366556.8144639,8.32,running
1774366557.0059469,8.00,running
1774366557.1866477,8.00,running
1774366557.35524,8.67,running
1774366557.5493734,8.44,running
1774366557.7422745,8.29,running
1774366557.9344935,8.67,running
1774366558.1131017,8.37,running
1774366558.3031273,8.48,running
1774366558.486534,8.00,running
1774366558.6820982,7.91,running
1774366558.8502874,7.97,running
1774366559.0180497,7.97,running
1774366559.1849313,7.94,running
1774366559.351465,8.02,running
1774366559.5181813,7.91,running
1774366559.6850083,8.05,running
1774366559.851536,7.93,running
1774366560.0184484,7.93,running
1774366560.1847737,7.93,running
1774366560.3513815,8.45,running
1774366560.5602748,8.41,running
1774366560.751145,8.26,running
1774366560.9381437,8.67,running
1774366561.1063008,8.11,running
1774366561.2951508,8.52,running
1774366561.468532,8.67,running
1774366561.6632533,8.64,running
1774366561.8554251,8.57,running
1774366562.0433023,8.74,running
1774366562.2429242,8.41,running
1774366562.4302764,8.65,running
1774366562.619421,8.42,running
1774366562.8106568,8.50,running
1774366562.9908686,8.50,running
1774366563.1787105,8.18,running
1774366563.3626096,8.42,running
1774366563.5627284,8.36,running
1774366563.7604878,8.51,running
1774366563.9555173,8.74,running
1774366564.1390553,8.57,running
1774366564.3357353,8.82,running
1774366564.531256,8.57,running
1774366564.728496,8.26,running
1774366564.9234138,8.44,running
1774366565.119018,8.00,running
1774366565.2866297,8.11,running
1774366565.4538982,8.08,running
1774366565.6213257,8.13,running
1774366565.7887936,8.13,running
1774366565.956028,8.35,running
1774366566.123615,8.14,running
1774366566.290863,8.11,running
1774366566.4580467,8.03,running
1774366566.625485,8.11,running
1774366566.7930481,8.11,running
1774366566.9605026,8.17,running
1774366567.1278625,8.22,running
1774366567.2947576,8.16,running
1774366567.4620056,8.10,running
1774366567.629572,8.16,running
1774366567.797445,8.17,running
1774366567.9648087,8.32,running
1774366568.132014,8.13,running
1774366568.2994723,8.07,running
1774366568.4669223,8.13,running
1774366568.6342583,8.14,running
1774366568.8015966,8.23,running
1774366568.9690847,8.13,running
1774366569.1362994,8.26,running
1774366569.3060231,8.22,running
1774366569.475513,8.16,running
1774366569.642967,8.10,running
1774366569.8109424,8.05,running
1774366569.9787457,8.25,running
1774366570.1467292,8.08,running
1774366570.314649,8.05,running
1774366570.4825208,8.19,running
1774366570.6555645,8.22,running
1774366570.8292587,8.29,running
1774366571.002484,8.23,running
1774366571.1791933,8.07,running
1774366571.3491378,8.05,running
1774366571.5186937,8.03,running
1774366571.6871011,8.19,running
1774366571.8571553,8.11,running
1774366572.0285432,8.16,running
1774366572.1977017,8.16,running
1774366572.366125,8.11,running
1774366572.534448,8.28,running
1774366572.7026114,8.16,running
1774366572.87352,8.16,running
1774366573.0431225,8.17,running
1774366573.212051,8.10,running
1774366573.3805988,8.19,running
1774366573.5489993,8.10,running
1774366573.7193906,8.35,running
1774366573.905855,8.21,running
1774366574.0893257,8.43,running
1774366574.2693048,8.40,running
1774366574.4620683,8.47,running
1774366574.6543088,7.88,running
1774366574.836466,8.00,running
1774366575.0029194,8.22,running
1774366575.1697838,8.03,running
1774366575.3362396,7.91,running
1774366575.504061,7.87,running
1774366575.6713686,8.07,running
1774366575.8388286,7.94,running
1774366576.005264,7.88,running
1774366576.1717453,7.90,running
1774366576.338601,7.90,running
1774366576.50506,8.67,running
1774366576.6752172,8.45,running
1774366576.8791013,8.35,running
1774366577.0706458,7.93,running
1774366577.2529876,8.61,running
1774366577.4513729,8.37,running
1774366577.6424863,8.36,running
1774366577.830233,7.99,running
1774366577.9987524,7.99,running
1774366578.1673014,8.42,running
1774366578.3837864,8.42,running
1774366578.5750344,8.42,running
1774366578.7660296,8.16,running
1774366578.948615,8.07,running
1774366579.116322,8.02,running
1774366579.284035,7.93,running
1774366579.4504707,7.93,running
1774366579.617252,7.91,running
1774366579.7837188,7.88,running
1774366579.9504166,7.88,running
1774366580.1166892,8.07,running
1774366580.283283,7.90,running
1774366580.4502192,7.87,running
1774366580.616755,7.90,running
1774366580.7835464,7.91,running
1774366580.949833,8.02,running
1774366581.116506,8.66,running
1774366581.2840097,8.64,running
1774366581.5084784,8.39,running
1774366581.698182,8.33,running
1774366581.8903058,8.32,running
1774366582.0608308,7.99,running
1774366582.2296717,8.76,running
1774366582.4377859,8.43,running
1774366582.608909,8.26,running
1774366582.798604,8.66,running
1774366582.9665933,8.41,running
1774366583.1582172,8.39,running
1774366583.3500605,7.88,running
1774366583.532555,7.87,running
1774366583.699925,7.85,running
1774366583.8675165,7.90,running
1774366584.0335522,8.00,running
1774366584.1999223,7.85,running
1774366584.3664854,7.87,running
1774366584.5327616,7.85,running
1774366584.6993587,7.88,running
1774366584.8655057,7.90,running
1774366585.0320804,7.85,running
1774366585.1983695,7.91,running
1774366585.3647327,7.87,running
1774366585.5315049,7.90,running
1774366585.6977444,8.66,running
1774366585.8672032,8.42,running
1774366586.0746715,8.38,running
1774366586.2622976,7.93,running
1774366586.4545557,8.38,running
1774366586.6536062,8.25,running
1774366586.8263586,8.59,running
1774366587.0100372,8.09,running
1774366587.2023566,8.57,running
1774366587.3950121,8.45,running
1774366587.5864818,8.61,running
1774366587.7830327,8.53,running
1774366587.9744701,8.65,running
1774366588.1656833,8.38,running
1774366588.3501852,8.53,running
1774366588.5390751,8.50,running
1774366588.730933,8.64,running
1774366588.9190536,8.47,running
1774366589.1105223,8.47,running
1774366589.2925766,8.53,running
1774366589.486322,8.72,running
1774366589.6798825,8.42,running
1774366589.874483,8.47,running
1774366590.057737,8.41,running
1774366590.2466385,8.48,running
1774366590.4381664,8.41,running
1774366590.6205022,8.03,running
1774366590.7885098,8.16,running
1774366590.9555511,8.23,running
1774366591.1229055,8.16,running
1774366591.290361,8.16,running
1774366591.457903,8.16,running
1774366591.6251538,8.11,running
1774366591.791978,8.14,running
1774366591.9591537,8.13,running
1774366592.126423,8.55,running
1774366592.293923,8.17,running
1774366592.4612875,8.14,running
1774366592.6286035,8.19,running
1774366592.7954018,8.13,running
1774366592.962357,8.32,running
1774366593.1296065,8.19,running
1774366593.2977262,8.17,running
1774366593.465053,8.19,running
1774366593.6325016,8.19,running
1774366593.7993367,8.26,running
1774366593.9666212,8.07,running
1774366594.1339993,8.19,running
1774366594.3012521,8.17,running
1774366594.4693785,8.20,running
1774366594.6365092,8.28,running
1774366594.805019,8.20,running
1774366594.9731848,8.29,running
1774366595.1413975,8.20,running
1774366595.310111,8.05,running
1774366595.481005,8.07,running
1774366595.6511028,8.05,running
1774366595.8229961,8.11,running
1774366595.9945073,8.02,running
1774366596.1648872,8.25,running
1774366596.3347545,8.21,running
1774366596.5099657,8.23,running
1774366596.6838074,8.29,running
1774366596.8575058,8.22,running
1774366597.0319955,8.08,running
1774366597.2004628,8.14,running
1774366597.3688915,8.16,running
1774366597.537441,8.22,running
1774366597.7057173,8.17,running
1774366597.8759985,8.35,running
1774366598.044188,8.14,running
1774366598.2129927,8.26,running
1774366598.3811052,8.26,running
1774366598.54976,8.22,running
1774366598.7179594,8.13,running
1774366598.9001946,8.13,running
1774366599.06856,8.70,running
1774366599.2388303,8.11,running
1774366599.407146,8.25,running
1774366599.590372,8.30,running
1774366599.7824311,8.00,running
1774366599.9502606,8.03,running
1774366600.1555598,8.36,running
1774366600.337009,8.23,running
1774366600.517503,7.90,running
1774366600.6837566,8.00,running
1774366600.8501713,7.91,running
1774366601.016907,7.90,running
1774366601.183367,7.91,running
1774366601.3500292,7.90,running
1774366601.516259,8.13,running
1774366601.682745,7.93,running
1774366601.8491871,7.91,running
1774366602.0155358,7.90,running
1774366602.1821651,8.26,running
1774366602.3934724,8.35,running
1774366602.5786011,8.25,running
1774366602.7701128,8.54,running
1774366602.9607282,8.35,running
1774366603.1506689,8.29,running
1774366603.3183281,8.32,running
1774366603.5056763,7.99,running
1774366603.6728086,8.54,running
1774366603.8624911,8.29,running
1774366604.0539331,8.32,running
1774366604.2380514,8.44,running
1774366604.4299865,7.93,running
1774366604.6083298,7.93,running
1774366604.7750766,7.88,running
1774366604.9413614,7.85,running
1774366605.1078985,7.90,running
1774366605.2739334,7.96,running
1774366605.4403179,7.91,running
1774366605.60653,7.93,running
1774366605.7728288,7.87,running
1774366605.9393766,7.90,running
1774366606.1055713,7.90,running
1774366606.272096,7.87,running
1774366606.438088,8.08,running
1774366606.604449,7.90,running
1774366606.7709723,7.88,running
1774366606.9372852,7.90,running
1774366607.1042075,8.64,running
1774366607.2987003,8.26,running
1774366607.4805381,8.40,running
