id,action_name,marker,timestamp
EMIT_L1B_RAD_001_20240130T051752_2403004_008,load_scene,START,1774366640.063594
EMIT_L1B_RAD_001_20240130T051752_2403004_008,load_scene,END,1774366645.714342
EMIT_L1B_RAD_001_20240130T051752_2403004_008,tile_image,START,1774366645.714719
EMIT_L1B_RAD_001_20240130T051752_2403004_008,tile_image,END,1774366646.4133358
EMIT_L1B_RAD_001_20240130T051752_2403004_008,mag1c_prep,START,1774366646.4133441
EMIT_L1B_RAD_001_20240130T051752_2403004_008,mag1c_prep,END,1774366648.9617574
EMIT_L1B_RAD_001_20240130T051752_2403004_008,mag1c_compute,START,1774366648.9617617
EMIT_L1B_RAD_001_20240130T051752_2403004_008,mag1c_compute,END,1774366659.8715875
EMIT_L1B_RAD_001_20240130T051752_2403004_008,mag1c_post,START,1774366659.8715963
EMIT_L1B_RAD_001_20240130T051752_2403004_008,mag1c_post,END,1774366659.9021676
EMIT_L1B_RAD_001_20240130T051752_2403004_008,normalize,START,1774366659.90218
EMIT_L1B_RAD_001_20240130T051752_2403004_008,normalize,END,1774366660.0622244
EMIT_L1B_RAD_001_20240130T051752_2403004_008,inference_tiles,START,1774366660.0622442
EMIT_L1B_RAD_001_20240130T051752_2403004_008,inference_tiles,END,1774366663.7498655
EMIT_L1B_RAD_001_20240130T051752_2403004_008,post_tiles,START,1774366663.7498758
EMIT_L1B_RAD_001_20240130T051752_2403004_008,post_tiles,END,1774366663.888393
EMIT_L1B_RAD_001_20240130T051752_2403004_008,stitch_tiles,START,1774366663.8884044
EMIT_L1B_RAD_001_20240130T051752_2403004_008,stitch_tiles,END,1774366663.9019332
EMIT_L1B_RAD_001_20240130T051752_2403004_008,create_out_dir,START,1774366663.9019477
EMIT_L1B_RAD_001_20240130T051752_2403004_008,create_out_dir,END,1774366663.9026217
EMIT_L1B_RAD_001_20240130T051752_2403004_008,save_inference,START,1774366663.902625
EMIT_L1B_RAD_001_20240130T051752_2403004_008,save_inference,END,1774366663.9513927
EMIT_L1B_RAD_001_20240122T032753_2402202_016,load_scene,START,1774366663.9515543
EMIT_L1B_RAD_001_20240122T032753_2402202_016,load_scene,END,1774366669.459204
EMIT_L1B_RAD_001_20240122T032753_2402202_016,tile_image,START,1774366669.459614
EMIT_L1B_RAD_001_20240122T032753_2402202_016,tile_image,END,1774366670.2544053
EMIT_L1B_RAD_001_20240122T032753_2402202_016,mag1c_prep,START,1774366670.2544131
EMIT_L1B_RAD_001_20240122T032753_2402202_016,mag1c_prep,END,1774366672.6984422
EMIT_L1B_RAD_001_20240122T032753_2402202_016,mag1c_compute,START,1774366672.6984484
EMIT_L1B_RAD_001_20240122T032753_2402202_016,mag1c_compute,END,1774366685.5214574
EMIT_L1B_RAD_001_20240122T032753_2402202_016,mag1c_post,START,1774366685.521468
EMIT_L1B_RAD_001_20240122T032753_2402202_016,mag1c_post,END,1774366685.5518916
EMIT_L1B_RAD_001_20240122T032753_2402202_016,normalize,START,1774366685.5519025
EMIT_L1B_RAD_001_20240122T032753_2402202_016,normalize,END,1774366685.7378247
EMIT_L1B_RAD_001_20240122T032753_2402202_016,inference_tiles,START,1774366685.7378368
EMIT_L1B_RAD_001_20240122T032753_2402202_016,inference_tiles,END,1774366689.4496315
EMIT_L1B_RAD_001_20240122T032753_2402202_016,post_tiles,START,1774366689.449642
EMIT_L1B_RAD_001_20240122T032753_2402202_016,post_tiles,END,1774366689.5883868
EMIT_L1B_RAD_001_20240122T032753_2402202_016,stitch_tiles,START,1774366689.5883977
EMIT_L1B_RAD_001_20240122T032753_2402202_016,stitch_tiles,END,1774366689.6032507
EMIT_L1B_RAD_001_20240122T032753_2402202_016,create_out_dir,START,1774366689.603264
EMIT_L1B_RAD_001_20240122T032753_2402202_016,create_out_dir,END,1774366689.604002
EMIT_L1B_RAD_001_20240122T032753_2402202_016,save_inference,START,1774366689.6040056
EMIT_L1B_RAD_001_20240122T032753_2402202_016,save_inference,END,1774366689.6533945
EMIT_L1B_RAD_001_20240413T202031_2410413_043,load_scene,START,1774366689.6534197
EMIT_L1B_RAD_001_20240413T202031_2410413_043,load_scene,END,1774366695.3051348
EMIT_L1B_RAD_001_20240413T202031_2410413_043,tile_image,START,1774366695.305362
EMIT_L1B_RAD_001_20240413T202031_2410413_043,tile_image,END,1774366696.0426533
EMIT_L1B_RAD_001_20240413T202031_2410413_043,mag1c_prep,START,1774366696.0426617
EMIT_L1B_RAD_001_20240413T202031_2410413_043,mag1c_prep,END,1774366698.650549
EMIT_L1B_RAD_001_20240413T202031_2410413_043,mag1c_compute,START,1774366698.6505547
EMIT_L1B_RAD_001_20240413T202031_2410413_043,mag1c_compute,END,1774366709.0344875
EMIT_L1B_RAD_001_20240413T202031_2410413_043,mag1c_post,START,1774366709.0344982
EMIT_L1B_RAD_001_20240413T202031_2410413_043,mag1c_post,END,1774366709.0651147
EMIT_L1B_RAD_001_20240413T202031_2410413_043,normalize,START,1774366709.065143
EMIT_L1B_RAD_001_20240413T202031_2410413_043,normalize,END,1774366709.2399275
EMIT_L1B_RAD_001_20240413T202031_2410413_043,inference_tiles,START,1774366709.2399416
EMIT_L1B_RAD_001_20240413T202031_2410413_043,inference_tiles,END,1774366712.9626167
EMIT_L1B_RAD_001_20240413T202031_2410413_043,post_tiles,START,1774366712.9626262
EMIT_L1B_RAD_001_20240413T202031_2410413_043,post_tiles,END,1774366713.1024659
EMIT_L1B_RAD_001_20240413T202031_2410413_043,stitch_tiles,START,1774366713.1024764
EMIT_L1B_RAD_001_20240413T202031_2410413_043,stitch_tiles,END,1774366713.1163943
EMIT_L1B_RAD_001_20240413T202031_2410413_043,create_out_dir,START,1774366713.1164093
EMIT_L1B_RAD_001_20240413T202031_2410413_043,create_out_dir,END,1774366713.117079
EMIT_L1B_RAD_001_20240413T202031_2410413_043,save_inference,START,1774366713.1170826
EMIT_L1B_RAD_001_20240413T202031_2410413_043,save_inference,END,1774366713.1658194
EMIT_L1B_RAD_001_20240615T161951_2416711_018,load_scene,START,1774366713.165841
EMIT_L1B_RAD_001_20240615T161951_2416711_018,load_scene,END,1774366718.916793
EMIT_L1B_RAD_001_20240615T161951_2416711_018,tile_image,START,1774366718.9169893
EMIT_L1B_RAD_001_20240615T161951_2416711_018,tile_image,END,1774366720.043881
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_prep,START,1774366720.0438924
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_prep,END,1774366722.498243
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_compute,START,1774366722.4982483
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_compute,END,1774366733.4812748
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_post,START,1774366733.4812827
EMIT_L1B_RAD_001_20240615T161951_2416711_018,mag1c_post,END,1774366733.511273
EMIT_L1B_RAD_001_20240615T161951_2416711_018,normalize,START,1774366733.511286
EMIT_L1B_RAD_001_20240615T161951_2416711_018,normalize,END,1774366733.6621726
EMIT_L1B_RAD_001_20240615T161951_2416711_018,inference_tiles,START,1774366733.6621919
EMIT_L1B_RAD_001_20240615T161951_2416711_018,inference_tiles,END,1774366737.4041421
EMIT_L1B_RAD_001_20240615T161951_2416711_018,post_tiles,START,1774366737.4041498
EMIT_L1B_RAD_001_20240615T161951_2416711_018,post_tiles,END,1774366737.542421
EMIT_L1B_RAD_001_20240615T161951_2416711_018,stitch_tiles,START,1774366737.5424318
EMIT_L1B_RAD_001_20240615T161951_2416711_018,stitch_tiles,END,1774366737.5563035
EMIT_L1B_RAD_001_20240615T161951_2416711_018,create_out_dir,START,1774366737.5563192
EMIT_L1B_RAD_001_20240615T161951_2416711_018,create_out_dir,END,1774366737.5570407
EMIT_L1B_RAD_001_20240615T161951_2416711_018,save_inference,START,1774366737.5570445
EMIT_L1B_RAD_001_20240615T161951_2416711_018,save_inference,END,1774366737.6059997
EMIT_L1B_RAD_001_20230814T100819_2322607_019,load_scene,START,1774366737.606021
EMIT_L1B_RAD_001_20230814T100819_2322607_019,load_scene,END,1774366743.4095104
EMIT_L1B_RAD_001_20230814T100819_2322607_019,tile_image,START,1774366743.4097047
EMIT_L1B_RAD_001_20230814T100819_2322607_019,tile_image,END,1774366744.1839964
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_prep,START,1774366744.1840038
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_prep,END,1774366746.7723665
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_compute,START,1774366746.7723706
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_compute,END,1774366758.990414
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_post,START,1774366758.9904246
EMIT_L1B_RAD_001_20230814T100819_2322607_019,mag1c_post,END,1774366759.0208945
EMIT_L1B_RAD_001_20230814T100819_2322607_019,normalize,START,1774366759.020905
EMIT_L1B_RAD_001_20230814T100819_2322607_019,normalize,END,1774366759.1943483
EMIT_L1B_RAD_001_20230814T100819_2322607_019,inference_tiles,START,1774366759.1943629
EMIT_L1B_RAD_001_20230814T100819_2322607_019,inference_tiles,END,1774366762.8430853
EMIT_L1B_RAD_001_20230814T100819_2322607_019,post_tiles,START,1774366762.8430953
EMIT_L1B_RAD_001_20230814T100819_2322607_019,post_tiles,END,1774366762.9820666
EMIT_L1B_RAD_001_20230814T100819_2322607_019,stitch_tiles,START,1774366762.9820774
EMIT_L1B_RAD_001_20230814T100819_2322607_019,stitch_tiles,END,1774366762.9962265
EMIT_L1B_RAD_001_20230814T100819_2322607_019,create_out_dir,START,1774366762.9962401
EMIT_L1B_RAD_001_20230814T100819_2322607_019,create_out_dir,END,1774366762.9968998
EMIT_L1B_RAD_001_20230814T100819_2322607_019,save_inference,START,1774366762.9969032
EMIT_L1B_RAD_001_20230814T100819_2322607_019,save_inference,END,1774366763.0449884
EMIT_L1B_RAD_001_20230502T042310_2312203_009,load_scene,START,1774366763.0450065
EMIT_L1B_RAD_001_20230502T042310_2312203_009,load_scene,END,1774366768.706698
EMIT_L1B_RAD_001_20230502T042310_2312203_009,tile_image,START,1774366768.7069585
EMIT_L1B_RAD_001_20230502T042310_2312203_009,tile_image,END,1774366769.4824948
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_prep,START,1774366769.4825025
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_prep,END,1774366772.1090777
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_compute,START,1774366772.1090832
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_compute,END,1774366783.028317
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_post,START,1774366783.0283265
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_post,END,1774366783.0593162
EMIT_L1B_RAD_001_20230502T042310_2312203_009,normalize,START,1774366783.0593295
EMIT_L1B_RAD_001_20230502T042310_2312203_009,normalize,END,1774366783.224743
EMIT_L1B_RAD_001_20230502T042310_2312203_009,inference_tiles,START,1774366783.2247598
EMIT_L1B_RAD_001_20230502T042310_2312203_009,inference_tiles,END,1774366786.960433
EMIT_L1B_RAD_001_20230502T042310_2312203_009,post_tiles,START,1774366786.9604425
EMIT_L1B_RAD_001_20230502T042310_2312203_009,post_tiles,END,1774366787.10139
EMIT_L1B_RAD_001_20230502T042310_2312203_009,stitch_tiles,START,1774366787.1014009
EMIT_L1B_RAD_001_20230502T042310_2312203_009,stitch_tiles,END,1774366787.1157632
EMIT_L1B_RAD_001_20230502T042310_2312203_009,create_out_dir,START,1774366787.1157773
EMIT_L1B_RAD_001_20230502T042310_2312203_009,create_out_dir,END,1774366787.1164525
EMIT_L1B_RAD_001_20230502T042310_2312203_009,save_inference,START,1774366787.1164742
EMIT_L1B_RAD_001_20230502T042310_2312203_009,save_inference,END,1774366787.1675022
